"","File","Query","SolutionStr","MySolutionStr","SolutionLine","MySolutionLine","Loss"
"979","188.txt","AbstractCompactedRow compactedRow = controller.getCompactedRow(new ArrayList<SSTableIdentityIterator>(rows));","AbstractCompactedRow compactedRow = controller.getCompactedRow(rows);","AbstractCompactedRow compactedRow = controller.getCompactedRow(rows);",123,123,0
"980","1880.txt","SSTableReader orig = SSTableUtils.prepare().cf(""Indexed1"").writeRaw(entries);","SSTableReader orig = SSTableUtils.writeRawSSTable(""Keyspace1"", ""Indexed1"", entries);","SSTableReader orig = SSTableUtils.writeRawSSTable(""Keyspace1"", ""Indexed1"", entries);",78,78,0
"981","1881.txt","sb.append(Format.format(2, ad[n],template));","sb.append(Format.format(2, (float) ad[n],template));","sb.append(Format.format(ai[n],template));",379,374,0.999909204262595
"982","1882.txt","public static final long NO_MORE_ORDS = -1;","public static final long NO_MORE_ORDS = Long.MAX_VALUE;","public static final long NO_MORE_ORDS = Long.MAX_VALUE;",36,36,0
"983","1883.txt","Similarity.SimScorer docScorer) throws IOException {","Similarity.SloppySimScorer docScorer) throws IOException {","Similarity.SloppySimScorer docScorer) throws IOException {",151,151,0
"984","1884.txt","public float tf(float freq) {","public float tf(int freq) {","public float tf(int freq) {",249,249,0
"985","1885.txt","public float tf(float freq) {","public float tf(int freq) {","public float tf(int freq) {",161,161,0
"986","1886.txt","public float tf(float freq) {","public float tf(int freq) {","public float tf(int freq) {",183,183,0
"987","1887.txt","int num = atLeast(4097);","int num = atLeast(5000);","int num = atLeast(5000);",43,43,0
"988","1888.txt","assertTrue(""only "" + docsInSegment.get() + "" in segment"", closing.get() || docsInSegment.get() >= 7);","assertTrue(""only "" + docsInSegment.get() + "" in segment"", closing.get() || docsInSegment.get() >= 10);","assertTrue(""only "" + docsInSegment.get() + "" in segment"", closing.get() || docsInSegment.get() >= 10);",1048,1048,0
"989","1889.txt","return new TopGroups(new SortField[0], new SortField[0], 0, 0, new GroupDocs[0], Float.NaN);","return new TopGroups(new SortField[0], new SortField[0], 0, 0, new GroupDocs[0]);","return new TopGroups(new SortField[0], new SortField[0], 0, 0, new GroupDocs[0]);",249,249,0
"990","189.txt","if (shouldPurge && purged != null && purged.metadata().getDefaultValidator().isCommutative())","if (purged != null && purged.metadata().getDefaultValidator().isCommutative())","if (purged != null && purged.metadata().getDefaultValidator().isCommutative())",196,196,0
"991","1890.txt","GroupDocs<String> groupDocs = new GroupDocs<String>(Float.NaN, topDocs.getMaxScore(), topDocs.totalHits, topDocs.scoreDocs, query.toString(), null);","GroupDocs<String> groupDocs = new GroupDocs<String>(topDocs.getMaxScore(), topDocs.totalHits, topDocs.scoreDocs, query.toString(), null);","GroupDocs<String> groupDocs = new GroupDocs<String>(topDocs.getMaxScore(), topDocs.totalHits, topDocs.scoreDocs, query.toString(), null);",861,861,0
"992","1891.txt","return new TopGroups<BytesRef>(groupSort.getSort(), sortWithinGroup.getSort(), 0, 0, new GroupDocs[0], Float.NaN);","return new TopGroups<BytesRef>(groupSort.getSort(), sortWithinGroup.getSort(), 0, 0, new GroupDocs[0]);","return new TopGroups<BytesRef>(groupSort.getSort(), sortWithinGroup.getSort(), 0, 0, new GroupDocs[0]);",138,138,0
"993","1892.txt","rb.mergedTopGroups.put(groupField, TopGroups.merge(topGroups.toArray(topGroupsArr), groupSort, sortWithinGroup, groupOffsetDefault, docsPerGroupDefault, TopGroups.ScoreMergeMode.None));","rb.mergedTopGroups.put(groupField, TopGroups.merge(topGroups.toArray(topGroupsArr), groupSort, sortWithinGroup, groupOffsetDefault, docsPerGroupDefault));","rb.mergedTopGroups.put(groupField, TopGroups.merge(topGroups.toArray(topGroupsArr), groupSort, sortWithinGroup, groupOffsetDefault, docsPerGroupDefault));",100,100,0
"994","1893.txt","rb.mergedTopGroups.put(field, new TopGroups(null, null, 0, 0, new GroupDocs[]{}, Float.NaN));","rb.mergedTopGroups.put(field, new TopGroups(null, null, 0, 0, new GroupDocs[]{}));","rb.mergedTopGroups.put(field, new TopGroups(null, null, 0, 0, new GroupDocs[]{}));",655,655,0
"995","1894.txt","public synchronized void checkAborted(Directory dir) throws MergeAbortedException {","synchronized void checkAborted(Directory dir) throws MergeAbortedException {","synchronized void checkAborted(Directory dir) throws MergeAbortedException {",113,113,0
"996","1895.txt","String bundleClassName = b == null ? """": b.getClass().getName();","String bundleClassName = b.getClass().getName();","String bundleClassName = b.getClass().getName();",35,35,0
"997","1896.txt","""4, 3, 2, 1"", fileName, null, null, ""8859_1"", 1);","""4, 3, 2, 1"", fileName, null, null, null, 1);","""4, 3, 2, 1"", fileName, null, null, null, 1);",340,340,0
"998","1897.txt","private static boolean sendMessage(String endpointAddress, String key) throws DigestMismatchException, TimeoutException, IOException, InvalidRequestException","private static boolean sendMessage(String endpointAddress, String key) throws DigestMismatchException, TimeoutException, IOException","private static boolean sendMessage(String endpointAddress, String key) throws DigestMismatchException, TimeoutException, IOException",79,79,0
"999","1898.txt","value.getBytes(), System.currentTimeMillis(), 1);","value.getBytes(), System.currentTimeMillis(), true);","value.getBytes(), System.currentTimeMillis(), true);",191,191,0
"1000","1899.txt","import org.apache.derby.iapi.services.sanity.SanityManager;","import org.apache.derby.shared.common.sanity.SanityManager;","import org.apache.derby.shared.common.sanity.SanityManager;",24,24,0
"1001","19.txt","public static final String LUCENE_MAIN_VERSION = ident(""3.6.2"");","public static final String LUCENE_MAIN_VERSION = ident(""3.6.1"");","public static final String LUCENE_MAIN_VERSION = ident(""3.6.1"");",125,125,0
"1002","190.txt","anyNonBulkMerges |= merger.getAnyNonBulkMerges();","anyNonBulkMerges |= merger.getMatchedSubReaderCount() != merge.readers.size();","anyNonBulkMerges |= merger.getMatchedSubReaderCount() != merge.readers.size();",4050,4050,0
"1003","1900.txt","import org.apache.derby.iapi.services.sanity.SanityManager;","import org.apache.derby.shared.common.sanity.SanityManager;","import org.apache.derby.shared.common.sanity.SanityManager;",47,47,0
"1004","1901.txt","int termCount = _TestUtil.nextInt(random, 4097, 8200);","int termCount = atLeast(5000);","int termCount = atLeast(5000);",620,620,0
"1005","1902.txt","return new OrderedIntDoubleMapping(indices.clone(), values.clone(), numMappings);","return new OrderedIntDoubleMapping(indices, values, numMappings);","return new OrderedIntDoubleMapping(indices, values, numMappings);",164,164,0
"1006","1903.txt","int[] runTimes = new int[] {5000,6000,10000,15000,25000,30000,30000,45000,90000,120000};","int[] runTimes = new int[] {5000,6000,10000,15000,15000,30000,30000,45000,90000,120000};","int[] runTimes = new int[] {5000,6000,10000,15000,15000,30000,30000,45000,90000,120000};",147,147,0
"1007","1904.txt","int[] runTimes = new int[] {5000,6000,10000,25000,27000,30000,30000,45000,90000,120000};","int[] runTimes = new int[] {5000,6000,10000,15000,15000,30000,30000,45000,90000,120000};","int[] runTimes = new int[] {5000,6000,10000,15000,15000,30000,30000,45000,90000,120000};",107,107,0
"1008","1905.txt","query.set(SpellingParams.SPELLCHECK_MAX_COLLATION_TRIES, 10);","query.set(SpellingParams.SPELLCHECK_MAX_COLLATION_TRIES, 5);","query.set(SpellingParams.SPELLCHECK_MAX_COLLATION_TRIES, 5);",146,146,0
"1009","1906.txt","private static final int DEFAULT_MIN_PREFS_PER_USER = 1;","private static final int DEFAULT_MIN_PREFS_PER_USER = 2;","private static final int DEFAULT_MIN_PREFS_PER_USER = 2;",92,92,0
"1010","1907.txt","return floorSegmentBytes/(1024*1024.);","return floorSegmentBytes/1024*1024.;","return floorSegmentBytes/1024*1024.;",171,171,0
"1011","1908.txt","final static int MAX_VARCHAR_BYTE_LENGTH = 0xFFFF;","private final static int MAX_VARCHAR_BYTE_LENGTH = 0xFFFF;","private final static int MAX_VARCHAR_BYTE_LENGTH = 0xFFFF;",65,65,0
"1012","1909.txt","return parsedUserQuery == null ? altUserQuery : parsedUserQuery;","return parsedUserQuery;","return parsedUserQuery;",227,227,0
"1013","191.txt","if (e.getMessage() == null) {","if (e.getMessage().equals(null)) {","if (e.getMessage().equals(null)) {",609,609,0
"1014","1910.txt","Document doc = DocHelper.createDocument(i, ""index1"", 10);","Document doc = TestIndexWriterReader.createDocument(i, ""index1"", 10);","Document doc = TestIndexWriterReader.createDocument(i, ""index1"", 10);",94,94,0
"1015","1911.txt","import org.apache.cassandra.config.ConfigurationException;","import static org.apache.cassandra.config.DatabaseDescriptor.ConfigurationException;","import static org.apache.cassandra.config.DatabaseDescriptor.ConfigurationException;",23,23,0
"1016","1912.txt","import org.apache.cassandra.config.ConfigurationException;","import org.apache.cassandra.config.DatabaseDescriptor.ConfigurationException;","import org.apache.cassandra.config.DatabaseDescriptor.ConfigurationException;",24,24,0
"1017","1913.txt","import org.apache.cassandra.config.ConfigurationException;","import org.apache.cassandra.config.DatabaseDescriptor.ConfigurationException;","import org.apache.cassandra.config.DatabaseDescriptor.ConfigurationException;",29,29,0
"1018","1914.txt","final char quote = '""';","final char quote = '\u005c""';","final char quote = '\u005c""';",55,55,0
"1019","1915.txt","createTestDatabase(dbCreationScript_1);","createTestDatabase();","createTestDatabase();",50,50,0
"1020","1916.txt","input = new BufferedRandomAccessFile(indexFilename(), ""r"");","input = new BufferedRandomAccessFile(path, ""r"");","input = new BufferedRandomAccessFile(path, ""r"");",398,398,0
"1021","1917.txt","logger_.trace(""Resetting pool for "" + ep);","logger_.debug(""Resetting pool for "" + ep);","logger_.debug(""Resetting pool for "" + ep);",129,129,0
"1022","1918.txt","return ""filtered(""+query.toString(s)+"")"";","return ""filtered(""+query.toString()+"")"";","return ""filtered(""+query.toString()+"")"";",105,105,0
"1023","1919.txt","public boolean score(Collector collector, int max, int firstDocID)","protected boolean score(Collector collector, int max, int firstDocID)","protected boolean score(Collector collector, int max, int firstDocID)",218,218,0
"1024","192.txt","assertEquals(""Wrong number of documents created by osurce!"",5,n);","assertEquals(""Wrong numbre of documents created by osurce!"",5,n);","assertEquals(""Wrong numbre of documents created by osurce!"",5,n);",392,392,0
"1025","1920.txt","public boolean score(Collector collector, int max, int firstDocID) throws IOException {","protected boolean score(Collector collector, int max, int firstDocID) throws IOException {","protected boolean score(Collector collector, int max, int firstDocID) throws IOException {",93,93,0
"1026","1921.txt","public boolean score(Collector collector, int max, int firstDocID) throws IOException {","protected boolean score(Collector collector, int max, int firstDocID) throws IOException {","protected boolean score(Collector collector, int max, int firstDocID) throws IOException {",46,46,0
"1027","1922.txt","public boolean score(Collector c, int end, int firstDocID) throws IOException {","protected boolean score(Collector c, int end, int firstDocID) throws IOException {","protected boolean score(Collector c, int end, int firstDocID) throws IOException {",80,80,0
"1028","1923.txt","public boolean score(Collector collector, int max, int firstDocID) throws IOException {","protected boolean score(Collector collector, int max, int firstDocID) throws IOException {","protected boolean score(Collector collector, int max, int firstDocID) throws IOException {",232,232,0
"1029","1924.txt","public boolean score(Collector collector, int max, int firstDocID) throws IOException {","protected boolean score(Collector collector, int max, int firstDocID) throws IOException {","protected boolean score(Collector collector, int max, int firstDocID) throws IOException {",283,283,0
"1030","1925.txt","public boolean score(Collector collector, int max, int firstDocID) throws IOException {","protected boolean score(Collector collector, int max, int firstDocID) throws IOException {","protected boolean score(Collector collector, int max, int firstDocID) throws IOException {",126,126,0
"1031","1926.txt","return copy(Version.LUCENE_30, set);","return (set instanceof CharArraySet) ? copy((CharArraySet) set) : copy(Version.LUCENE_30, set);","return code;",390,302,1
"1032","1927.txt","NetSqlca netSqlca = new NetSqlca(netAgent_.netConnection_, sqlcode, sqlstate, sqlerrproc);","NetSqlca netSqlca = new NetSqlca(netAgent_.netConnection_, sqlcode, sqlstate, sqlerrproc, typdef.getCcsidSbc());","NetSqlca netSqlca = new NetSqlca(netAgent_.netConnection_, sqlcode, sqlstate, sqlerrproc, typdef.getCcsidSbc());",701,701,0
"1033","1928.txt","if (b == (byte)0xF1)","if (b == 0xF1)","if (b == 0xF1)",3431,3431,0
"1034","1929.txt","if (lockFile.exists() && !lockFile.delete())","if (!lockFile.delete())","if (!lockFile.delete())",148,148,0
"1035","193.txt","checkCorrectClassification(new KNearestNeighborClassifier(1), TECHNOLOGY_INPUT, TECHNOLOGY_RESULT, new MockAnalyzer(random()), categoryFieldName);","checkCorrectClassification(new KNearestNeighborClassifier(1), new BytesRef(""technology""), new MockAnalyzer(random()), categoryFieldName);","checkCorrectClassification(new KNearestNeighborClassifier(1), new BytesRef(""technology""), new MockAnalyzer(random()), categoryFieldName);",30,30,0
"1036","1930.txt","return tp == f.getTp() && fp == f.getFp() && tn == f.getTn() && fn == f.getFn();","return tp == f.getFp() && fp == f.getFp() && tn == f.getTn() && fn == f.getTn();","return tp == f.getFp() && fp == f.getFp() && tn == f.getTn() && fn == f.getTn();",93,93,0
"1037","1931.txt","return (Class<? extends ListResourceBundle>) b.loadClass(bundleName);","return b.loadClass(bundleName);","result = new PropertyResourceBundle(url.openStream());",186,176,0.999999995877693
"1038","1932.txt","if (!queuedDeliveries.add(to))","if (queuedDeliveries.contains(to))","if (queuedDeliveries.contains(to))",221,221,0
"1039","1933.txt","expected = new BytesRef(entry.getValue());","expected.copyChars(entry.getValue());","expected.copyChars(entry.getValue());",861,861,0
"1040","1934.txt","Path clustersIn = new Path(output, ""clusters-8-final"");","Path clustersIn = new Path(output, ""clusters-7-final"");","Path clustersIn = new Path(output, ""clusters-0-final"");",336,157,1
