"","File","Query","SolutionStr","MySolutionStr"
"421","15896.txt","captor.getValue().getHeaders().get(SimpMessageHeaderAccessor.ORIGINAL_DESTINATION));","captor.getValue().getHeaders().get(UserDestinationMessageHandler.SUBSCRIBE_DESTINATION));","captor.getValue().getHeaders().get(SimpMessageHeaderAccessor.DESTINATION_HEADER));"
"422","15988.txt","public static String readFileToString(File file) throws IOException {","public String readFileToString(File file) throws IOException {","public static String readFileToString(File file, String encoding) throws IOException {"
"423","15989.txt","if (topology_conf.containsKey(Config.TOPOLOGY_GROUPS)) {","if (topology_conf.containsKey(Config.TOPOLOGY_GROUPS) && topology_conf.get(Config.TOPOLOGY_GROUPS) != null) {","if (topology_conf.containsKey(Config.TOPOLOGY_USERS)) {"
"424","15995.txt","return (this.order != null ? this.order : Ordered.LOWEST_PRECEDENCE);","return this.order;","this.order = (this.order == null ? Ordered.HIGHEST_PRECEDENCE : this.order);"
"425","15999.txt","public void testEscapeHiragana() {","public void testEscapeHiragana() throws java.io.UnsupportedEncodingException {","public void testEscapeHtml() {"
"426","16000.txt","public void testInitialize() {","public void testInitialize() throws ConcurrentException {","public void testInitializeTempExecutor() {"
"427","16001.txt","public void testInitializeRuntimeEx() {","public void testInitializeRuntimeEx() throws ConcurrentException {","public void testAddInitializerNullInit() {"
"428","16004.txt","@RequestMapping(""{hotel}"")","@RequestMapping(""{hotel:.*}"")","@RequestMapping(""/{hotel}"")"
"429","16008.txt","return HttpRequest.get(""http://localhost:8080/jaxrsnoap/"" + urlPattern, 10, TimeUnit.SECONDS);","return HttpRequest.get(""http://localhost:8080/jaxrsnoap/"" + urlPattern, 5, TimeUnit.SECONDS);","return war;"
"430","16009.txt","public static final String READ_RESOURCE_OPERATION = ""read-resource"";","public static final String READ_SUB_MODEL_OPERATION = ""read-sub-model-operation"";","public static final String READ_RESOURCE_DESCRIPTION_OPERATION = ""read-resource-description"";"
"431","16078.txt","registration.registerSubModel(new PropertyResourceDefinition());","registration.registerSubModel(PropertyResourceDefinition.INSTANCE);","registration.registerSubModel(new RemoteSiteResourceDefinition());"
"432","16090.txt","final String bindingName = bindingConfiguration.getName().startsWith(""java:comp"") ? bindingConfiguration.getName() : ""java:comp/env/"" + bindingConfiguration.getName();","final String bindingName = bindingConfiguration.getName();","final String bindingName = bindingConfiguration.getName();"
"433","16116.txt","EJB3SubsystemRootResourceDefinition.DEFAULT_CLUSTERED_SFSB_CACHE.parseAndSetParameter(value, ejb3SubsystemAddOperation, reader);","// Ignored","EJB3SubsystemRootResourceDefinition.DEFAULT_SFSB_CACHE.parseAndSetParameter(value, ejb3SubsystemAddOperation, reader);"
"434","16124.txt","ctx.enterState(EscapeCharacterState.KEEP_ESCAPE);","doHandle(ctx);","ctx.enterState(EscapeCharacterState.INSTANCE);"
"435","16136.txt","command.add(TestSuiteEnvironment.getJavaPath());","command.add(""java"");","command.add(modulePath);"
"436","16156.txt","result.get(RESULT, Constants.RELEASE_PATCH_ID).set(info.getReleasePatchID());","result.get(RESULT, Constants.CUMULATIVE).set(info.getCumulativeID());","result.get(RESULT, Constants.PATCHES).add(patch);"
"437","16160.txt","tkn.type = COMMENT;","tkn = nextToken(tkn.reset());","tkn.type = TOKEN;"
"438","16170.txt","static final SimpleAttributeDefinition VIRTUAL_NODES =","private static final SimpleAttributeDefinition VIRTUAL_NODES =","static final SimpleAttributeDefinition OWNERS ="
"439","16197.txt",".setDefaultValue(new ModelNode().set(JdkORBSubsystemConstants.JDKORB_NAME_SERVICE_INIT_REF))",".setDefaultValue(new ModelNode().set(""JBoss/Naming/root""))",".setDefaultValue(new ModelNode().set(""jdkorb""))"
"440","16224.txt","boolean persistEnabled = true;","boolean persistEnabled = false;","boolean persistEnabled = false;"
"441","16253.txt","assertFalse(objectMapper.getDeserializationConfig().isEnabled(MapperFeature.DEFAULT_VIEW_INCLUSION));","assertTrue(objectMapper.getDeserializationConfig().isEnabled(MapperFeature.DEFAULT_VIEW_INCLUSION));","assertFalse(objectMapper.getDeserializationConfig().isEnabled(MapperFeature.AUTO_DETECT_FIELDS));"
"442","16254.txt","assertThat(result, not(containsString(""<withoutView>without</withoutView>"")));","assertThat(result, containsString(""<withoutView>without</withoutView>""));","assertThat(result, not(containsString(""<withView2>with</withView2>"")));"
"443","16255.txt","assertFalse(s.contains(""\""without\"":\""without\""""));","assertTrue(s.contains(""\""without\"":\""without\""""));","assertFalse(s.contains(""\""with2\"":\""with\""""));"
"444","1626.txt","public JvmElement getJvm(String name) {","JvmElement getJvm(String name) {","public ServerElement getServer(String name) {"
"445","16260.txt","i += (buffer[offset] & 0x00000000000000FFL);","i += (((long) buffer[offset]) & 0x00000000000000FFL);","i += buffer[offset] & 0x000000FF;"
"446","1632.txt",".addHandlesReferralsFor(""ldap://"" + HOST_NAME + "":"" + SLAVE_LDAP_PORT)",".addHandlesReferralsFor(""ldap://"" + HOST_NAME + "":"" + MASTER_LDAP_PORT)",".setUrl(""ldap://"" + HOST_NAME + "":"" + SLAVE_LDAP_PORT)"
"447","16354.txt","if (dbd != null && !BeanFactoryUtils.isFactoryDereference(name)) {","if (dbd != null) {","if (!BeanFactoryUtils.isFactoryDereference(name)) {"
"448","16359.txt","configValidator.registerValidator(WEBSERVICE_SECURE_PORT, new ModelTypeValidator(ModelType.INT, true, true));","configValidator.registerValidator(WEBSERVICE_PORT, new ModelTypeValidator(ModelType.INT, true, true));","configValidator.registerValidator(WEBSERVICE_PORT, new ModelTypeValidator(ModelType.INT, true, true));"
"449","1639.txt","*","s     *","/** {@inheritDoc} */"
"450","16399.txt","} catch (IOException e) {","} catch (IllegalStateException e) {","} catch (ExecutionException e) {"
"451","16455.txt","return data.clone();","throw unsupported();","return data.length;"
"452","16477.txt","assertUnescapeJava("""", ""\\"");","assertUnescapeJava(""\\"", ""\\"");","assertUnescapeJava("""", """");"
"453","16492.txt","exceptionResolver.resolveException(request, response, null, ex);","ModelAndView mav = exceptionResolver.resolveException(request, response, null, ex);","exceptionResolver = new ResponseStatusExceptionResolver();"
"454","16493.txt","throw new IllegalStateException(""Invalid event method return value: "" + returnValue);","throw new IllegalStateException(""Invalid action method return value: "" + returnValue);","throw new IllegalStateException(""Invalid action method return value: "" + returnValue);"
"455","16494.txt","throw new IOException(e);","throw (IOException) e.getCause();","throw new IOException(read(err));"
"456","16495.txt","throw new OperationFailedException(MESSAGES.nullVar(""plan"").getLocalizedMessage());","throw new OperationFailedException(""rolloutPlan argument is null."");","throw new OperationFailedException(MESSAGES.serverGroupExpectsSingleChild(plan.toString()));"
"457","16508.txt","if (key instanceof String) {","if (this.accept(key)) {","if (value instanceof HttpSessionBindingListener) {"
"458","16544.txt",".setAllowExpression(true)",".setAllowExpression(false)",".setAllowExpression(false)"
"459","16552.txt","@Test(expected = IllegalArgumentException.class)","@Test(expected = IllegalStateException.class)","@Test(expected = IllegalStateException.class)"
"460","16564.txt","return ""#BeanWithSimpleInjected#"" + context.proceed();","return context.proceed();","log.info(""-----> Constructed BeanWithSimpleInjected, simple="" + simple);"
"461","16572.txt","context.removeService(ChannelService.getStackServiceName(ChannelService.DEFAULT));","context.removeService(ChannelService.getFactoryServiceName(ChannelService.DEFAULT));","context.removeService(ChannelService.getServiceName(ChannelService.DEFAULT));"
"462","16591.txt","if (topology_conf.containsKey(Config.TOPOLOGY_GROUPS)) {","if (topology_conf.containsKey(Config.TOPOLOGY_GROUPS) && topology_conf.get(Config.TOPOLOGY_GROUPS) != null) {","if (topology_conf.containsKey(Config.TOPOLOGY_USERS)) {"
"463","16593.txt","BeanDefinition definition, BeanDefinitionRegistry registry)","AbstractBeanDefinition definition, BeanDefinitionRegistry registry)","BeanDefinition definition, BeanDefinitionRegistry registry, boolean isInnerBean)"
"464","16598.txt","if (WSHelper.isJaxwsEjbDeployment(dep)) {","else if (WSHelper.isJaxwsEjbDeployment(dep)) {","if (WSHelper.isJseDeployment(dep)) {"
"465","16605.txt","if (this.accept(key)) {","if (key instanceof String) {","if (this.alwaysSerialize) {"
"466","16643.txt","return new CoarseSessionEntry<>(entry, value);","return (value != null) ? new CoarseSessionEntry<>(entry, value) : null;","return new CoarseSessionEntry<>(existingEntry, value);"
"467","16649.txt",".setInitialMode(ServiceController.Mode.PASSIVE)",".setInitialMode(initialMode)",".setInitialMode(initialMode)"
"468","16650.txt",".setInitialMode(ServiceController.Mode.PASSIVE)",".setInitialMode(initialMode)",".setInitialMode(ServiceController.Mode.ON_DEMAND)"
"469","16651.txt",".setValidator(new StringLengthValidator(1, Integer.MAX_VALUE, false, false))",".setElementValidator(new StringLengthValidator(1, Integer.MAX_VALUE, false, false))",".setValidator(new IntRangeValidator(0, Integer.MAX_VALUE, true, false))"
"470","16654.txt",".setValidator(new StringLengthValidator(1))",".setElementValidator(new StringLengthValidator(1))",".setValidator(new StringLengthValidator(1, true))"
"471","16658.txt",".setValidator(new StringLengthValidator(1, false))",".setElementValidator(new StringLengthValidator(1, false))",".setValidator(new StringLengthValidator(1))"
"472","16659.txt",".setValidator(new StringLengthValidator(1, true, true))",".setElementValidator(new StringLengthValidator(1, true, true))",".setValidator(new StringLengthValidator(1, true))"
"473","16660.txt",".setValidator(new StringLengthValidator(1, false))",".setElementValidator(new StringLengthValidator(1, false))",".setValidator(new StringLengthValidator(1, true, false))"
"474","16665.txt",".setValidator(new StringLengthValidator(1))",".setElementValidator(new StringLengthValidator(1))",".setValidator(new StringLengthValidator(1, true, false))"
"475","16677.txt","public static final AttachmentKey<AttachmentList<VirtualFile>> DEPLOYMENT_OVERRIDE_LOCATIONS = AttachmentKey.createList(VirtualFile.class);","public static final AttachmentKey<Map<String, MountedDeploymentOverlay>> DEPLOYMENT_OVERLAY_LOCATIONS = AttachmentKey.create(Map.class);","public static final AttachmentKey<AttachmentList<ServiceName>> BUNDLE_ACTIVE_DEPENDENCIES = AttachmentKey.createList(ServiceName.class);"
"476","16705.txt","public void testSurroundingSpacesAreDeleted() throws IOException {","public void testIgnoreSurroundingSpacesAreDeleted() throws IOException {","public void testSurroundingTabsAreDeleted() throws IOException {"
"477","16727.txt","SERVER_DEPLOYMENT_LOGGER.debugf(""Injection for a member with static modifier is only acceptable on application clients, ignoring injection for target %s"",injectionConfiguration.getTarget());","SERVER_DEPLOYMENT_LOGGER.ignoringStaticInjectionTarget(injectionConfiguration.getTarget());","final Map<InjectionTarget, ResourceInjectionConfiguration> mergedInjections = new HashMap<InjectionTarget, ResourceInjectionConfiguration>();"
"478","16737.txt","log.warnf(ofe, ""Operation (%s) failed - address: (%s)"", operation.get(OP), operation.get(OP_ADDR));","log.warnf(""Operation (%s) failed - address: (%s)"", operation.get(OP), operation.get(OP_ADDR));","log.errorf(t, ""Operation (%s) failed - address: (%s)"", operation.get(OP), operation.get(OP_ADDR));"
"479","16740.txt","throw MESSAGES.noContextToDelegateTo(operationId);;","throw new IllegalStateException(""no context to delegate with id: "" + operationId);","throw MESSAGES.nullAsynchronousExecutor();"
"480","16743.txt","RealMatrix getR();","RealMatrix getR() throws IllegalStateException;","RealMatrix getQ();"
"481","16744.txt","private final int referenceCount;","final int referenceCount;","private transient int count;"
"482","16745.txt","DeploymentUnitProcessingException sessionTypeNotSpecified(String bean);","IllegalStateException sessionTypeNotSpecified(String bean);","DeploymentUnitProcessingException couldNotFindSessionBean(String beanName);"
"483","16746.txt","reader.seek(position); // cannot be null here","reader.seek(position);","reader.seek(position);"
"484","16749.txt","return Boolean.valueOf(isEquals());","return isEquals();","return equalsBuilder.isEquals();"
"485","1675.txt","public boolean isIntercepted() {","private boolean isIntercepted() {","public void release() {"
"486","16759.txt","throws NotANumberException {","throws NotStrictlyPositiveException {","throw new NotANumberException();"
"487","16762.txt","assertTrue(processor.supportsReturnType(returnParamNonSimpleType));","assertFalse(processor.supportsReturnType(returnParamNonSimpleType));","assertTrue(processor.supportsReturnType(returnParamNamedModelAttr));"
"488","16769.txt","if (targetObject instanceof Map) {","if (targetObjectTypeDescriptor.isMap()) {","if (targetObject instanceof List) {"
