"","File","Query","SolutionStr","MySolutionStr"
"478","4507.txt","public static final String EDITOR_EXPERIMENTAL_TAB_BEHAVIOUR = ""EDITOR_EXPERIMENTAL_TAB_BEHAVIOUR""; //$NON-NLS-1$","public static final String EDITOR_PIN_ON_DIRTY = ""editorPinOnDirty""; //$NON-NLS-1$","public static final String EDITOR_TAB_POSITION = ""EDITOR_TAB_POSITION""; //$NON-NLS-1$"
"479","4510.txt","args.put( ""debug"", s);","args.setProperty( ""debug"", s);","args.put( k, v );"
"480","4518.txt","this,","dialog,","showFilterDialog();"
"481","4527.txt","return JavaModel.getTarget(ResourcesPlugin.getWorkspace().getRoot(), getPath(), true) != null;","return super.exists();","this(resource, project, resource.getProjectRelativePath().toString());"
"482","4543.txt","return new IClasspathEntry[0];","return null;","return"
"483","4546.txt","FinishedJobs.getInstance().clearAll();","viewer.clearAll();","clearAllAction.setDisabledImageDescriptor(id);"
"484","4550.txt","for(int i =0, length = existingMethods == null ? 0 : existingMethods.length; i < length ; i++){","for(int i =0 ; i < existingMethods.length ; i++){","for (int i = 0, length = types.length; i < length; i++) {"
"485","4560.txt","} else if ((this.binding.declaringClass.tagBits & (TagBits.IsAnonymousType|TagBits.IsLocalType)) != TagBits.IsLocalType) {","} else if (!constructorBinding.isOrEnclosedByPrivateType()) {","}"
"486","4565.txt","public String getContextId() {","public String getActivityId() {","public String getCommandId() {"
"487","4571.txt","sbuf.append(""<LINK REL=StyleSheet HREF=\""http://logging.apache.org/log4j/docs/css/eventTable-1.0.css\"" TITLE=\""Basic\"">"");","sbuf.append(""<LINK REL=StyleSheet HREF=\""http://logging.apache.org/log4j/docs/css/default0.css\"" TITLE=\""Basic\"">"");","sbuf.append("" \""http://www.w3.org/TR/html4/loose.dtd\"">"");"
"488","4574.txt","MainInterface.frameModel = new FrameModel();","new FrameModel();","//MainInterface.frameModelManager = new FrameModelManager();"
"489","4633.txt","TargetManager.getInstance().setTarget(oper);","pb.setTarget(oper);","Object target =  TargetManager.getInstance().getModelTarget();"
"490","4637.txt","if(this.expressionPtr > 0 && this.expressionLengthPtr > 0 && length == 1) {","if(expressionLengthPtr > 0 && length == 1) {","if(this.expressionPtr > 0"
"491","4638.txt","this.indentationLevel = getNextIndentationLevel(firstColumn);","this.indentationLevel = (this.column / this.tabLength) * this.tabLength;","this.indentationLevel = lastIndentationLevel;"
"492","4647.txt","} else if (!constructorBinding.isOrEnclosedByPrivateType()) {","} else if ((this.binding.declaringClass.tagBits & (TagBits.IsAnonymousType|TagBits.IsLocalType)) != TagBits.IsLocalType) {","if (constructorBinding.isPrivate()) {"
"493","4648.txt","public void ensureSelectedState(IMAPFolder folder) throws IOException,","protected void ensureSelectedState(IMAPFolder folder) throws IOException,","public boolean isSelected(IMAPFolder folder) throws IOException,"
"494","4655.txt","throw new IllegalArgumentException(""Completion requestor cannot be null""); //$NON-NLS-1$","Assert.isTrue(false, ""completion requestor cannot be null""); //$NON-NLS-1$","throw new IllegalArgumentException(Util.bind(""hierarchy.nullProject"")); //$NON-NLS-1$"
"495","4668.txt","Util.log(e, ""JavaBuilder logging CompilationParticipant's CoreException to help debugging""); //$NON-NLS-1$","e.printStackTrace();","System.out.println(""Deleting existing file "" + resourcePath); //$NON-NLS-1$"
"496","4681.txt","IQueryResult[] results = index.queryInDocumentNames(this.folderPath); // all file names belonging to the folder or its subfolders","IQueryResult[] results = index.queryInDocumentNames(this.folderPath); // all file names beonlonging to the folder or its subfolders","manager.remove(fileName, this.indexedContainer); // write lock will be acquired by the remove operation"
"497","4696.txt","return IWorkbenchConstants.DEFAULT_ACCELERATOR_SCOPE_ID;","return ""org.eclipse.ui.globalScope"";","return pane;"
"498","4698.txt","searchButton = new JButton(MailResourceLoader.getString(""dialog"", ""filter"", ""search""));","searchButton = new JButton(""Search"");","closeButton = new JButton(MailResourceLoader.getString(""global"", ""close""));"
"499","4703.txt","System.out.println(""INDEX (""+ Thread.currentThread()+""): "" + zip.getName()); //$NON-NLS-1$//$NON-NLS-2$","System.out.println(""INDEX (""+ Thread.currentThread()+""): "" + zip.getName()); //$NON-NLS-1$","toString = ""indexing "" + this.path.toFile().toString(); //$NON-NLS-1$"
"500","4710.txt",".getDeleted());",".getExpunged());",".getFlagged());"
"501","4711.txt","public boolean isConsistent() {","public boolean isConsistent() throws JavaModelException {","public boolean exists() {"
"502","4721.txt","return Collections.unmodifiableSortedSet(definedContextIds);","return Collections.unmodifiableSortedSet(activeContextIds);","return Collections.unmodifiableSortedSet(activeContextIds);"
"503","4729.txt","return getKey(this, true/*with access flags*/, forceOpen);","return getKey(this, org.eclipse.jdt.internal.compiler.lookup.Binding.USE_ACCESS_FLAGS_IN_BINDING_KEY/*with access flags*/, forceOpen);","return"
"504","4734.txt","contextEventsByContextId = updateContexts(contextsById.keySet());","contextEventsByContextId = updateContexts(this.definedContextIds);","Map contextEventsByContextId = updateContexts(contextsById.keySet());"
"505","4739.txt","""org.columba.mail.folder"");","""folder"");","addWithXml(subFolder);"
"506","4746.txt","for (int i = 0, l = this.participants.length; i < l; i++)","for (int i = this.participants.length; --i >= 0;)","for (int i = 0, l = markers.length; i < l; i++)"
"507","4752.txt","public static final String FIND_EXT = ""find.ext"";			// Group. //$NON-NLS-1$","public static final String FIND_EXT = ""cut.ext"";// Group. //$NON-NLS-1$","public static final String NEW_EXT = ""new.ext"";// Group. //$NON-NLS-1$"
"508","4782.txt","return Integer.parseInt(st.nextToken());","return new Integer(st.nextToken()).intValue();","return new Name(st.nextToken());"
"509","4802.txt","Integer id = getModuleId();","ObjectKey id = getPrimaryKey();","Integer id = me.getModuleId();"
"510","4807.txt","return OrRule.getRule(stack);","return OrOperator.getRule(stack);","return AndRule.getRule(stack);"
"511","4815.txt","icon = ImageLoader.getUnsafeImageIcon(""mime/gnome-text.png"");","icon = ImageLoader.getImageIcon(""text.png"");","icon = ImageLoader.getUnsafeImageIcon(""mime/gnome-""+contentType + "".png"");"
"512","4817.txt","return ""Diagram"";  //TODO","return ""Diagram"";  //needs-more-work","return ""XXX"";"
"513","4827.txt","sb.append(""\t; expire\n\t\t\t\t\t"");","sb.append(""\t; refresh\n\t\t\t\t\t"");","sb.append(""\t; serial\n\t\t\t\t\t"");"
"514","4831.txt","String getContextId();","String getActivityId();","String getCommandId();"
"515","4832.txt","return item.get(""id"");","return item.get(""recipients"");","return item.get(""sigfile"");"
"516","4841.txt","for (int j = 0; j < serviceNames.length; j++) {","for (int j = 0; j < serviceNames.length && !done; j++) {","for (int j = 0; j < serviceNames.length && !done; j++) {"
"517","485.txt","int level = matchLevelForType(this.simpleName, this.qualification, typeBinding);","int level = this.matchLevelForType(this.simpleName, this.qualification, typeBinding);","int level = this.matchLevelForType(this.simpleName, this.qualification, typeBinding);"
"518","4851.txt","if (wbw == null || wbw.getShell() == null || wbw.getActiveWorkbenchPage() == null)","if (wbw == null || wbw.getShell() == null)","if (wbw == null || wbw.getShell() == null)"
"519","4853.txt","output.append('<');","output.append('<');//$NON-NLS-1$","output.append('>');"
"520","4869.txt","UmlFactory.getFactory().delete(sv);","sv.remove();","Object target = getTarget();"
"521","4895.txt","codeStream.writeWidePosition(this);","codeStream.writeWidePosition(position - codeStream.position + 1);","codeStream.writePosition(this);"
"522","4900.txt","return null;","typedImage = images[TYPE_DEFAULT];","return generatedStyle;"
"523","4901.txt","if (this.ast.apiLevel >= AST.LEVEL_3_0) {","if (this.ast.API_LEVEL >= AST.LEVEL_3_0) {","if (apiLevel == AST.LEVEL_2_0) {"
"524","4904.txt","IWorkbenchConstants.DEFAULT_PRESENTATION_ID);","""org.eclipse.ui.presentations.default""); //$NON-NLS-1$","IWorkbenchPreferenceConstants.PRESENTATION_FACTORY_ID);"
"525","4928.txt","wizard.pack();","wizard.setSize(500, 400);","wizard.setVisible(true);"
"526","4942.txt","// Do nothing.","throw new UnsupportedOperationException();","storedUseChevron = item.getUseChevron();"
"527","4945.txt","switch (kind) {","nextElement : switch (kind) {","switch (token) {"
"528","495.txt","if (workingCopy.isPrimary()) {","if (workingCopy.owner == DefaultWorkingCopyOwner.PRIMARY) {","if (!workingCopy.getParent().exists()) {"
"529","4959.txt","contextId = KeySequenceBinding.DEFAULT_CONTEXT_ID;","contextId = ""org.eclipse.ui.contexts.window""; //$NON-NLS-1$","contextId = null;"
"530","4964.txt","protected ScarabUser getInstanceImpl()","public ScarabUser getInstanceImpl()","protected ScarabUser getInstanceImpl(String username, String domainName)"
"531","4970.txt","return methodScope().problemReporter();","return outerMostMethodScope().problemReporter();","return methodScope().referenceType();"
"532","4972.txt","refreshInlineTagPosition(previousPosition);","refreshInlineTagPosition(textEndPosition);","refreshInlineTagPosition(textEndPosition);"
"533","4977.txt","rec.key = st.getBase64();","rec.key = base64.fromString(remainingStrings(st));","rec.alg = st.getUInt8();"
"534","4987.txt","view.processKeyEvent(evt);","view.getInputHandler().processKeyEvent(evt);","super.processKeyEvent(evt);"
"535","50.txt","this.mustResolve = true;","((InternalSearchPattern)this).mustResolve = true;","this.enclosingElement = enclosingElement;"
"536","5002.txt","public void traverse(ASTVisitor visitor, ClassScope scope) {","public void traverse(ASTVisitor visitor, CompilationUnitScope scope) {","public void traverse(ASTVisitor visitor, BlockScope scope) {"
"537","5007.txt","String newValue = String.valueOf(value);","String newValue = Boolean.toString(value);","String newValue = Double.toString(value);"
"538","5008.txt","node.setFlags(node.getFlags() | ASTNode.MALFORMED);","node.setFlags(ASTNode.MALFORMED);","currentNode.setFlags(currentNode.getFlags() & ~ASTNode.MALFORMED);"
"539","5043.txt","defaultOptions.put(CORE_ENCODING, """"/*ResourcesPlugin.getEncoding()*/); //$NON-NLS-1$","defaultOptions.put(CompilerOptions.OPTION_Encoding, ResourcesPlugin.getEncoding()); //$NON-NLS-1$","options.put(CORE_ENCODING, """"/*ResourcesPlugin.getEncoding()*/); //$NON-NLS-1$"
"540","5054.txt","new ISourceType[]{outerType},","outerType,","previousIdentifiers,"
"541","507.txt","protected Map fCompilerOptions;","protected ConfigurableOption[] fCompilerOptions;","protected Vector fCompilationResults;"
"542","5083.txt","// Don't bail in this case - we can live without an icon as one will be provided for free in EditorDescriptor","return true;","EditorDescriptor editor = new EditorDescriptor(id, element);"
"543","5085.txt","public static final int ONLY_SUPER_CLASSES = 2; // used for hierarchy with a class focus","public static final int ONLY_SUPER_CLASSES = 2; // used for hierarachy with a class focus","public static final int ONLY_SUPER_INTERFACES = 1; // used for IMPLEMENTORS"
"544","5097.txt","compilerOptions.sourceLevel >= CompilerOptions.JDK1_4);","compilerOptions.assertMode);","compilerOptions.defaultEncoding);"
"545","5101.txt","String msg = ""Unable to load perspective.""; //$NON-NLS-1$","String msg = WorkbenchMessages.Perspective_errorLoadingState;","private static final String EXT = ""_persp.xml""; //$NON-NLS-1$"
"546","5112.txt","""readOnly""}, //$NON-NLS-1$ //TODO: improve once IMarker constant is added","""readOnly""}, //TODO: improve once IMarker constant is added //$NON-NLS-1$","}"
"547","5115.txt","this.lookupEnvironment.completeTypeBindings(parsedUnit, true); // TODO (jerome) build fields and methods only for super types of local types","this.lookupEnvironment.completeTypeBindings(parsedUnit, localType);","this.lookupEnvironment.completeTypeBindings(unit, true); // TODO (jerome) need build fields and methods for super types of local types only"
"548","5123.txt","if (matchingWords != null && count > 0) {","if (count > 0) {","if (docName != null) {"
"549","5124.txt","return convertToVariableDeclarationStatement((LocalDeclaration)statement);","throw new IllegalArgumentException(""Should not be reached: convert("" + statement.getClass() + "")"");//$NON-NLS-1$//$NON-NLS-2$","return convert((org.eclipse.jdt.internal.compiler.ast.DoStatement) statement);"
"550","5130.txt","import org.apache.tomcat.util.log.*;","import org.apache.tomcat.logging.*;","import org.apache.tomcat.util.*;"
"551","5136.txt","if (this.log != null) {","if (log != null) {","if (this.log != null)"
"552","5137.txt","if (this.checkNonExternalizedStringLiterals){ // check for presence of	NLS tags","if (this.checkNonExternalizedStringLiterals){ // check for presence ofNLS tags //$NON-NLS-?$ where ? is an int.","if (this.checkNonExternalizedStringLiterals) {"
"553","5140.txt","import org.eclipse.jdt.core.compiler.IProblem;","import org.eclipse.jdt.internal.compiler.Compiler;","import org.eclipse.jdt.internal.compiler.problem.*;"
"554","5146.txt","class LineComment {","static class LineComment {","if (hasLineComment) {"
"555","5159.txt","return this.elements[i];","return element;","return this.elements[index];"
"556","5173.txt","this.codegenBinding.tagBits |= TagBits.ClearPrivateModifier;","this.codegenBinding.modifiers |= ExtraCompilerModifiers.AccClearPrivateModifier;","this.codegenBinding = this.binding.original();"
"557","5176.txt","else if (fSelectedToolButton != null) {","else {","else {"
"558","5178.txt","sb.append(expire);","sb.append(refresh);","sb.append(serial);"
"559","5179.txt","typeBinding = qNameRef.actualReceiverType;","typeBinding = ((FieldBinding)binding).declaringClass;","typeBinding = nameRef.actualReceiverType;"
