"","File","Query","SolutionStr","MySolutionStr","SolutionLine","MySolutionLine","Loss"
"627","10561.txt","import org.jboss.system.ServiceMBeanSupport;","import org.jboss.util.ServiceMBeanSupport;","import org.jboss.util.ServiceMBeanSupport;",31,31,0
"628","10562.txt","return """"/*nonNLS*/;","return """"; //$NON-NLS-1$","return null;",209,231,1
"629","10563.txt","if (!Signature.getReturnType(method.getSignature()).equals(""V""/*nonNLS*/)) {","if (!Signature.getReturnType(method.getSignature()).equals(""V"")) { //$NON-NLS-1$","if (!Signature.getReturnType(method.getSignature()).equals(""V"")) { //$NON-NLS-1$",28,28,0
"630","10564.txt","return ""FlowInfo.DeadEnd""/*nonNLS*/;","return ""FlowInfo.DeadEnd""; //$NON-NLS-1$","return ""FlowInfo.DeadEnd""; //$NON-NLS-1$",74,74,0
"631","10565.txt","public void updateGUI() throws Exception {","public void updateSelectedGUI() throws Exception {","public void updateSelectedGUI() throws Exception {",43,43,0
"632","10566.txt","result.setSourceRange(getStartPosition(), getLength());","result.setSourceRange(this.getStartPosition(), this.getLength());","result.setSourceRange(this.getStartPosition(), this.getLength());",120,120,0
"633","10567.txt","//LogLog.info(""Received event with id="" + id);","LogLog.info(""Received event with id="" + id);","LogLog.info(""Received event with id="" + id);",119,119,0
"634","10568.txt","return ""(null)"" + null ; } //$NON-NLS-1$","return ""(null)""/*nonNLS*/ + null ; }","return ""(null)""/*nonNLS*/ + null ; }",20,20,0
"635","10569.txt","import org.eclipse.core.runtime.dynamichelpers.IExtensionTracker;","import org.eclipse.core.runtime.dynamicHelpers.IExtensionTracker;","import org.eclipse.core.runtime.dynamicHelpers.IExtensionTracker;",40,40,0
"636","1057.txt","return ""4.5-SNAPSHOT-20080319-0812"";","return ""4.5-SNAPSHOT-20080125-0912"";","return ""4.5-SNAPSHOT-20080125-0912"";",12,12,0
"637","10570.txt","decodeModifiers(key[key.length - 1]);","this.typeSuffix = key[key.length - 1];","this.typeSuffix = key[key.length - 1];",55,55,0
"638","10571.txt","return ""<SelectOnType:"" + new String(token) + "">"" ; //$NON-NLS-2$ //$NON-NLS-1$","return ""<SelectOnType:""/*nonNLS*/ + new String(token) + "">""/*nonNLS*/ ;","return ""<SelectOnType:""/*nonNLS*/ + new String(token) + "">""/*nonNLS*/ ;",49,49,0
"639","10572.txt","this.options.taskPriorities/*taskPriorities*/,","this.options.taskPriorites/*taskPriorities*/,","this.options.taskPriorites/*taskPriorities*/,",8969,8969,0
"640","10573.txt","import org.columba.core.gui.frame.FrameController;","import org.columba.core.gui.FrameController;","import org.columba.core.gui.FrameController;",9,9,0
"641","10574.txt","switchStatement.expression = expressionStack[expressionPtr--];","switchStatement.testExpression = expressionStack[expressionPtr--];","switchStatement.testExpression = expressionStack[expressionPtr--];",3712,3712,0
"642","10575.txt","throw new SelectionNodeFound(this, binding);","throw new SelectionNodeFound(binding);","throw new SelectionNodeFound(binding);",56,56,0
"643","10576.txt","MailInterface.config.getMainFrameOptionsConfig().getHeaderTableItem();","MailConfig.getMainFrameOptionsConfig().getHeaderTableItem();","MailConfig.getMainFrameOptionsConfig().getHeaderTableItem();",96,96,0
"644","10577.txt","private void correct(char[] argument) {","private void correct(char[] argument) throws JavaModelException {","private void correct(char[] argument) throws JavaModelException {",254,254,0
"645","10578.txt","return ""removing from index "" + resourceName; //$NON-NLS-1$","return ""removing from index ""/*nonNLS*/ + resourceName;","return ""removing from index ""/*nonNLS*/ + resourceName;",51,51,0
"646","10579.txt","public short","public int","public",112,14,1
"647","1058.txt","((AbstractMailFrameController) getFrameMediator()).getTableSelection();","((AbstractMailFrameController) getFrameController()).getTableSelection();","((AbstractMailFrameController) getFrameController()).getTableSelection();",73,73,0
"648","10580.txt","currentScope.problemReporter().cannotAssignToFinalField(fieldBinding, this, false);","currentScope.problemReporter().cannotAssignToFinalField(fieldBinding, this);","currentScope.problemReporter().cannotAssignToFinalField(fieldBinding, this);",75,75,0
"649","10581.txt","sb.append(""IN-ADDR.ARPA."");","sb.append("".IN-ADDR.ARPA."");","sb.append("".IN-ADDR.ARPA."");",50,50,0
"650","10582.txt","package org.jhotdraw.framework;","package CH.ifa.draw.framework;","package CH.ifa.draw.framework;",12,12,0
"651","10583.txt","return ""super""/*nonNLS*/;","return ""super"";","return ""super"";",49,49,0
"652","10584.txt","setVisible(true);","show();","setLocationRelativeTo(frame);",149,148,0.761594155955765
"653","10585.txt","public static final String TOMCAT_VERSION = ""3.3a Final"";","public static final String TOMCAT_VERSION = ""3.3 Final"";","public static final String TOMCAT_VERSION = ""3.3 Final"";",151,151,0
"654","10586.txt","@version $Id: IssueView.java,v 1.3 2001/05/30 01:03:34 jon dead $","@version $Id: IssueView.java,v 1.2 2001/01/04 03:02:11 jon Exp $","@version $Id: IssueView.java,v 1.2 2001/01/04 03:02:11 jon Exp $",63,63,0
"655","10587.txt","import org.eclipse.ui.statushandlers.StatusManager;","import org.eclipse.ui.statushandling.StatusManager;","import org.eclipse.ui.statushandling.StatusManager;",21,21,0
"656","10588.txt","import org.jboss.mx.util.ObjectNameFactory;","import org.jboss.util.jmx.ObjectNameFactory;","import org.jboss.util.jmx.ObjectNameFactory;",41,41,0
"657","10589.txt","result.copyLeadingComment(this);","result.setLeadingComment(getLeadingComment());","result.setLeadingComment(getLeadingComment());",57,57,0
"658","1059.txt","SimpleLookupTable newLookupTable = new SimpleLookupTable(elementSize * 2); // double the number of expected elements","SimpleLookupTable newLookupTable = new SimpleLookupTable(elementSize);","SimpleLookupTable newLookupTable = new SimpleLookupTable(elementSize);",120,120,0
"659","10590.txt","import org.eclipse.ui.internal.util.Util;","import org.eclipse.ui.internal.commands.util.old.Util;","import org.eclipse.ui.internal.commands.util.old.Util;",20,20,0
"660","10591.txt","if (closestMatchOriginal.isOrEnclosedByPrivateType() && !scope.isDefinedInMethod(closestMatchOriginal)) {","if ((closestMatchOriginal.isPrivate() || closestMatchOriginal.declaringClass.isLocalType()) && !scope.isDefinedInMethod(closestMatchOriginal)) {","if ((closestMatchOriginal.isPrivate() || closestMatchOriginal.declaringClass.isLocalType()) && !scope.isDefinedInMethod(closestMatchOriginal)) {",346,346,0
"661","10592.txt","setText(WorkbenchMessages.PartPane_detach);","setText(WorkbenchMessages.getString(""PartPane.detach"")); //$NON-NLS-1$","setText(WorkbenchMessages.getString(""PartPane.detach"")); //$NON-NLS-1$",28,28,0
"662","10593.txt","WorkbenchHelp.setHelp(shell, IWorkbenchHelpContextIds.WORKBENCH_WINDOW);","WorkbenchHelp.setHelp(shell, IHelpContextIds.WORKBENCH_WINDOW);","WorkbenchHelp.setHelp(shell, IHelpContextIds.WORKBENCH_WINDOW);",677,677,0
"663","10594.txt","this(null);","this((CompilationResult)null);","this((CompilationResult)null);",33,33,0
"664","10595.txt","public static String findLineSeparator(char[] text) {","private static String findLineSeparator(char[] text) {","public static String toString(char[] c) {",522,1231,1
"665","10596.txt","result.setSourceRange(getStartPosition(), getLength());","result.setSourceRange(this.getStartPosition(), this.getLength());","result.setSourceRange(this.getStartPosition(), this.getLength());",120,120,0
"666","10597.txt","part = folder.getMimePart(uids[0], address);","part = folder.getMimePart(uids[0], address, worker);","part = folder.getMimePart(uids[0], address, worker);",77,77,0
"667","10598.txt","import com.ibm.icu.text.Collator;","import java.text.Collator;","import java.text.Collator;",13,13,0
"668","10599.txt","private int LONG_DELAY = 300;","private int LONG_DELAY = 1000;","private int LONG_DELAY = 1000;",39,39,0
"669","106.txt","ComposerController composerController = ((ComposerController)getFrameMediator());","ComposerController composerController = ((ComposerController)getFrameController());","ComposerController composerController = ((ComposerController)getFrameController());",62,62,0
"670","1060.txt","public char[] getCurrentTokenSource() {","public final char[] getCurrentTokenSource() {","public char[] getCurrentTokenSourceString() {",411,449,1
"671","10600.txt","return """"; //$NON-NLS-1$","return """"/*nonNLS*/;","return i;",545,299,1
"672","10601.txt","import org.jboss.system.ServiceMBeanSupport;","import org.jboss.util.ServiceMBeanSupport;","import org.jboss.util.ServiceMBeanSupport;",33,33,0
"673","10602.txt","return ""<CompleteOnType:""/*nonNLS*/ + new String(token) + "">""/*nonNLS*/ ;","return ""<CompleteOnType:"" + new String(token) + "">"" ; //$NON-NLS-2$ //$NON-NLS-1$","return ""<CompleteOnType:"" + new String(token) + "">"" ; //$NON-NLS-2$ //$NON-NLS-1$",45,45,0
"674","10603.txt","&& this.binding.declaringClass.isClass() // no need to check for enum, since implicitly static","&& this.binding.declaringClass.isClass()","&& this.binding.declaringClass.isClass()",70,70,0
"675","10604.txt","return tabString(tab) + ""Recovered statement:\n""/*nonNLS*/ + statement.toString(tab + 1);","return tabString(tab) + ""Recovered statement:\n"" + statement.toString(tab + 1); //$NON-NLS-1$","return tabString(tab) + ""Recovered statement:\n"" + statement.toString(tab + 1); //$NON-NLS-1$",33,33,0
"676","10605.txt","dnsARecord(dnsName _name, short _dclass, int _ttl, MyStringTokenizer st)","dnsARecord(dnsName _name, short _dclass, int _ttl, StringTokenizer st)","dnsARecord(dnsName _name, short _dclass, int _ttl, StringTokenizer st)",44,44,0
"677","10606.txt","annotations[i] = Util.getAnnotation(this, binaryAnnotations[i], null);","annotations[i] = Util.getAnnotation(this, binaryAnnotations[i]);","annotations[i] = Util.getAnnotation(this, binaryAnnotations[i]);",52,52,0
"678","10607.txt","detachedWindowShells = new ShellPool(shell, SWT.TOOL | SWT.TITLE | SWT.MIN | SWT.MAX | SWT.RESIZE | getDefaultOrientation());","detachedWindowShells = new ShellPool(shell, SWT.RESIZE | getDefaultOrientation());","detachedWindowShells = new ShellPool(shell, SWT.RESIZE | getDefaultOrientation());",843,843,0
"679","10608.txt","@see bsh.ReflectManager","@see ReflectManager.java","@see ReflectManager.java",70,70,0
"680","10609.txt","resource = ResourceBundle.getBundle(location + "".options"", loc); //$NON-NLS-1$","resource = ResourceBundle.getBundle(location + "".Options"", loc); //$NON-NLS-1$","resource = ResourceBundle.getBundle(location + "".Options"", loc); //$NON-NLS-1$",57,57,0
"681","1061.txt","return ""<SelectOnSuper:""+super.toStringExpression()+"">""; //$NON-NLS-2$ //$NON-NLS-1$","return ""<SelectOnSuper:""/*nonNLS*/+super.toStringExpression()+"">""/*nonNLS*/;","return ""<SelectOnSuper:""/*nonNLS*/+super.toStringExpression()+"">""/*nonNLS*/;",49,49,0
"682","10610.txt","SearchableEnvironment searchableEnvironment = project.newSearchableNameEnvironment(this.workingCopies);","SearchableEnvironment searchableEnvironment = (SearchableEnvironment) project.newSearchableNameEnvironment(this.workingCopies);","SearchableEnvironment searchableEnvironment = (SearchableEnvironment) project.newSearchableNameEnvironment(this.workingCopies);",686,686,0
"683","10611.txt","Collection activePerspectives = manager.getEnabledObjects();","Collection activePerspectives = manager.getActiveObjects();","Collection activePerspectives = manager.getActiveObjects();",61,61,0
"684","10612.txt","SafeRunner.run(new ISafeRunnable() {","Platform.run(new ISafeRunnable() {","Platform.run(new ISafeRunnable() {",431,431,0
"685","10613.txt","return Util.bind(""operation.createTypeProgress""); //$NON-NLS-1$","return Util.bind(""operation.createTypeProgress""/*nonNLS*/);","return Util.bind(""operation.createTypeProgress""/*nonNLS*/);",61,61,0
"686","10614.txt","if (((ClassScope) scope).detectHierarchyCycle(currentType, this, argTypes))","if (((ClassScope) scope).detectCycle(currentType, this, argTypes))","if (((ClassScope) scope).detectCycle(currentType, this, argTypes))",142,142,0
"687","10615.txt","ASTNode clone0(AST target) {","ASTNode clone(AST target) {","ASTNode clone(AST target) {",148,148,0
"688","10616.txt","public void exitField(int initializationStart, int declarationEnd, int declarationSourceEnd) {","public void exitField(int initializationStart, int declarationEnd) {","public void exitField(int initializationStart, int declarationEnd) {",201,201,0
"689","10617.txt","return ""./"" + name.toLowerCase() + ""/"" + version;","return ""./"" + name.toLowerCase() + ""/"" + version);","return ""./"" + name.toLowerCase() + ""/"" + version);",324,324,0
"690","10618.txt","return !((ProgressContentProvider) getContentProvider()).debug();","return ((ProgressContentProvider) getContentProvider()).filterDebug;","return ((ProgressContentProvider) getContentProvider()).filterDebug;",1620,1620,0
"691","10619.txt","HeaderItem item = mediator.getTable().getSelectedItem();","HeaderItem item = mediator.getTable().getView().getSelectedItem();","HeaderItem item = mediator.getTable().getView().getSelectedItem();",92,92,0
"692","1062.txt","public static final String DEFAULT_PACKAGE_NAME = """"/*nonNLS*/;","public static final String DEFAULT_PACKAGE_NAME = """"; //$NON-NLS-1$","public static final String DEFAULT_PACKAGE_NAME = """"; //$NON-NLS-1$",34,34,0
"693","10620.txt","String bodyMsg = StreamUtils.readCharacterStream(body).toString();","String bodyMsg = StreamUtils.readInString(body).toString();","String bodyMsg = StreamUtils.readInString(body).toString();",348,348,0
"694","10621.txt","RequestDispatcher rd = ctx.getFacade().getRequestDispatcher(errorPath);","RequestDispatcher rd = ctx.getRequestDispatcher(errorPath);","RequestDispatcher rd = ctx.getRequestDispatcher(errorPath);",835,835,0
"695","10622.txt","current.setVisible(true);","current.setVisible(!isMinimized());","current.setVisible(false);",1221,1216,0.999909204262595
"696","10623.txt","return name + ""("" + servletClassName + ""/"" + path + "")"";","return name + ""("" + servletClassName + ""/"" + path);","return name + ""("" + servletClassName + ""/"" + path);",123,123,0
"697","10624.txt","this(new TestSuite(klass.asSubclass(TestCase.class)));","this(new TestSuite((Class<? extends TestCase>) klass));","this(new TestSuite((Class<? extends TestCase>) klass));",23,23,0
"698","10625.txt","return ""UnmodifiedBuilderType("" + fNewTSEntry.getType().getName() + "")""; //$NON-NLS-1$ //$NON-NLS-2$","return ""UnmodifiedBuilderType(""/*nonNLS*/ + fNewTSEntry.getType().getName() + "")""/*nonNLS*/;","return ""UnmodifiedBuilderType(""/*nonNLS*/ + fNewTSEntry.getType().getName() + "")""/*nonNLS*/;",55,55,0
"699","10626.txt","dnsNXTRecord(dnsName _name, short _dclass, int _ttl, MyStringTokenizer st)","dnsNXTRecord(dnsName _name, short _dclass, int _ttl, StringTokenizer st)","dnsNXTRecord(dnsName _name, short _dclass, int _ttl, StringTokenizer st)",42,42,0
